customer_id,signup_date,region,currency_preference,segment,acquisition_channel,age_band,country,country_latitude,country_longitude
CUST0000702,4/24/2024 20:09,APAC,AUD,SMB,Retail Media,35-44,Australia,-25.2744,133.7751
CUST0000703,4/29/2025 14:30,EU,GBP,SMB,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0000704,3/12/2024 18:24,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000705,3/21/2024 19:58,EU,EUR,Consumer,Social,55+,France,46.2276,2.2137
CUST0000706,6/16/2024 22:19,LATAM,USD,Consumer,Affiliate,35-44,Brazil,-14.235,-51.9253
CUST0000707,11/17/2024 12:54,EU,GBP,Enterprise,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000708,3/3/2024 14:44,,USD,Enterprise,Social,55+,United States,39.8283,-98.5795
CUST0000709,9/8/2024 8:16,,USD,SMB,Organic,35-44,Canada,56.1304,-106.3468
CUST0000710,9/24/2024 5:29,APAC,AUD,SOHO,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000711,7/26/2025 18:11,,USD,Consumer,Social,35-44,Canada,56.1304,-106.3468
CUST0000712,5/28/2024 12:19,LATAM,USD,SOHO,Affiliate,35-44,Brazil,-14.235,-51.9253
CUST0000713,7/27/2025 2:55,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000714,4/7/2024 9:36,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0000715,4/26/2024 16:05,EU,EUR,SOHO,Affiliate,25-34,Netherlands,52.1326,5.2913
CUST0000716,1/6/2024 4:32,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000717,4/15/2024 18:14,EU,EUR,Consumer,Organic,18-24,France,46.2276,2.2137
CUST0000718,3/31/2024 14:18,EU,EUR,Consumer,Email,45-54,Netherlands,52.1326,5.2913
CUST0000719,2/14/2025 2:45,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0000720,7/2/2024 1:00,,USD,SMB,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0000721,7/18/2025 9:25,EU,EUR,Consumer,Email,25-34,Netherlands,52.1326,5.2913
CUST0000722,3/22/2025 1:14,,USD,Consumer,Email,55+,Canada,56.1304,-106.3468
CUST0000723,4/13/2025 16:22,APAC,AUD,Consumer,Email,55+,Australia,-25.2744,133.7751
CUST0000724,11/24/2024 0:45,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000725,4/14/2025 9:50,EU,GBP,Consumer,Social,45-54,United Kingdom,55.3781,-3.436
CUST0000726,3/19/2024 0:54,EU,EUR,SOHO,Organic,35-44,Netherlands,52.1326,5.2913
CUST0000727,2/9/2025 4:49,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000728,5/26/2025 12:52,,USD,SOHO,Organic,25-34,United States,39.8283,-98.5795
CUST0000729,3/2/2025 18:39,,USD,Enterprise,Email,25-34,United States,39.8283,-98.5795
CUST0000730,5/3/2025 23:35,EU,GBP,SOHO,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000731,8/3/2025 2:42,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000732,3/31/2025 13:34,EU,EUR,Consumer,Email,25-34,Spain,40.4637,-3.7492
CUST0000733,9/17/2024 16:03,EU,EUR,SMB,Social,25-34,France,46.2276,2.2137
CUST0000734,6/4/2024 15:59,EU,GBP,Consumer,Email,35-44,United Kingdom,55.3781,-3.436
CUST0000735,3/25/2025 18:09,,USD,SMB,Organic,18-24,United States,39.8283,-98.5795
CUST0000736,4/22/2025 2:44,EU,EUR,SMB,Paid Search,45-54,France,46.2276,2.2137
CUST0000737,3/21/2025 15:32,APAC,AUD,SMB,Email,25-34,Australia,-25.2744,133.7751
CUST0000738,8/9/2024 19:28,,USD,SMB,Paid Search,35-44,United States,39.8283,-98.5795
CUST0000739,8/24/2024 22:26,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0000740,4/3/2025 12:48,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000741,8/28/2024 21:18,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0000742,5/16/2025 22:49,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000743,9/17/2024 4:42,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0000744,8/27/2025 4:50,,USD,SOHO,Social,45-54,Canada,56.1304,-106.3468
CUST0000745,3/30/2025 21:10,EU,EUR,Consumer,Organic,25-34,Spain,40.4637,-3.7492
CUST0000746,2/26/2024 2:44,EU,GBP,SMB,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000747,3/29/2025 20:33,LATAM,USD,SOHO,Social,18-24,Brazil,-14.235,-51.9253
CUST0000748,8/15/2025 1:05,EU,GBP,Consumer,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000749,5/21/2025 8:49,EU,GBP,SMB,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000750,1/26/2024 18:08,LATAM,USD,SOHO,Organic,45-54,Brazil,-14.235,-51.9253
CUST0000751,8/27/2025 0:26,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000752,8/23/2025 7:21,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000753,5/17/2024 14:44,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0000754,3/3/2025 0:01,EU,EUR,SOHO,Email,45-54,France,46.2276,2.2137
CUST0000755,7/15/2025 13:19,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000756,5/28/2024 15:24,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000757,12/12/2024 22:36,APAC,AUD,SOHO,Social,25-34,Australia,-25.2744,133.7751
CUST0000758,1/28/2025 6:20,,USD,Consumer,Retail Media,25-34,Canada,56.1304,-106.3468
CUST0000759,1/28/2024 11:12,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0000760,1/6/2025 11:27,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000761,5/10/2025 9:13,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0000762,8/6/2024 15:46,EU,EUR,SOHO,Organic,25-34,Germany,51.1657,10.4515
CUST0000763,2/14/2025 1:04,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000764,3/11/2024 9:25,EU,EUR,Consumer,Paid Search,25-34,Germany,51.1657,10.4515
CUST0000765,7/23/2025 11:58,EU,EUR,SOHO,Social,25-34,Spain,40.4637,-3.7492
CUST0000766,5/7/2024 3:54,EU,EUR,Enterprise,Email,45-54,Spain,40.4637,-3.7492
CUST0000767,4/13/2025 12:31,EU,EUR,Consumer,Email,18-24,Germany,51.1657,10.4515
CUST0000768,11/3/2024 16:08,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000769,4/2/2025 10:12,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000770,6/7/2025 14:22,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0000771,5/15/2024 11:53,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0000772,3/23/2025 14:35,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000773,10/4/2024 6:06,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0000774,6/30/2025 6:15,EU,GBP,Consumer,Paid Search,45-54,United Kingdom,55.3781,-3.436
CUST0000775,7/12/2024 17:03,EU,GBP,SOHO,Email,55+,United Kingdom,55.3781,-3.436
CUST0000776,5/5/2024 20:30,EU,EUR,SOHO,Email,18-24,Germany,51.1657,10.4515
CUST0000777,6/18/2025 18:19,APAC,AUD,SOHO,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000778,1/9/2025 13:41,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000779,8/7/2025 9:40,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000780,1/31/2024 21:04,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000781,11/5/2024 8:45,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000782,6/9/2025 14:34,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0000783,4/22/2025 7:54,APAC,AUD,Consumer,Social,55+,Australia,-25.2744,133.7751
CUST0000784,6/13/2025 3:40,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0000785,10/1/2024 22:52,EU,EUR,Enterprise,Affiliate,25-34,France,46.2276,2.2137
CUST0000786,1/16/2024 13:20,,USD,SOHO,Organic,45-54,United States,39.8283,-98.5795
CUST0000787,2/18/2024 5:21,,USD,SMB,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000788,10/7/2024 14:31,APAC,AUD,Consumer,Affiliate,25-34,Australia,-25.2744,133.7751
CUST0000789,5/9/2025 14:38,EU,EUR,SMB,Email,25-34,France,46.2276,2.2137
CUST0000790,4/1/2024 6:07,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0000791,1/6/2024 18:12,EU,EUR,Consumer,Social,25-34,Netherlands,52.1326,5.2913
CUST0000792,6/13/2025 23:55,EU,GBP,SMB,Affiliate,18-24,United Kingdom,55.3781,-3.436
CUST0000793,2/22/2024 23:43,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000794,8/28/2024 21:56,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000795,9/3/2024 9:35,EU,EUR,Consumer,Organic,55+,France,46.2276,2.2137
CUST0000796,3/5/2024 9:01,,USD,Consumer,Paid Search,18-24,Canada,56.1304,-106.3468
CUST0000797,3/24/2025 23:27,EU,EUR,Consumer,Organic,25-34,France,46.2276,2.2137
CUST0000798,9/22/2024 2:05,EU,GBP,SOHO,Social,55+,United Kingdom,55.3781,-3.436
CUST0000799,11/12/2024 12:03,,USD,SOHO,Affiliate,35-44,United States,39.8283,-98.5795
CUST0000800,2/10/2025 21:13,EU,GBP,Consumer,Email,25-34,United Kingdom,55.3781,-3.436
CUST0000801,8/20/2024 12:06,EU,EUR,SOHO,Paid Search,18-24,Netherlands,52.1326,5.2913
CUST0000802,5/13/2025 22:53,EU,EUR,Consumer,Retail Media,35-44,Netherlands,52.1326,5.2913
CUST0000803,5/30/2024 17:06,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000804,5/31/2025 10:37,,USD,Enterprise,Email,35-44,Canada,56.1304,-106.3468
CUST0000805,12/12/2024 10:57,EU,GBP,Consumer,Paid Search,55+,United Kingdom,55.3781,-3.436
CUST0000806,5/31/2024 0:01,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000807,7/19/2024 20:08,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000808,8/19/2025 4:14,EU,EUR,SOHO,Retail Media,35-44,France,46.2276,2.2137
CUST0000809,8/17/2024 19:56,EU,GBP,SOHO,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000810,6/23/2025 12:42,LATAM,USD,Consumer,Paid Search,35-44,Brazil,-14.235,-51.9253
CUST0000811,3/23/2024 14:13,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0000812,11/28/2024 12:09,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000813,8/22/2024 6:40,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000814,3/2/2025 17:25,APAC,AUD,Consumer,Email,55+,Australia,-25.2744,133.7751
CUST0000815,6/17/2025 23:40,,USD,SOHO,Social,45-54,Canada,56.1304,-106.3468
CUST0000816,9/5/2024 19:20,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000817,3/13/2024 17:51,EU,GBP,SMB,Affiliate,35-44,United Kingdom,55.3781,-3.436
CUST0000818,8/18/2025 9:27,EU,EUR,Consumer,Organic,25-34,Spain,40.4637,-3.7492
CUST0000819,7/31/2025 15:17,EU,GBP,Consumer,Paid Search,45-54,United Kingdom,55.3781,-3.436
CUST0000820,5/24/2024 5:10,,USD,SOHO,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000821,2/15/2024 6:55,APAC,AUD,Consumer,Affiliate,35-44,Australia,-25.2744,133.7751
CUST0000822,5/1/2025 18:10,EU,EUR,Consumer,Paid Search,45-54,Spain,40.4637,-3.7492
CUST0000823,3/27/2024 10:40,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000824,1/19/2024 22:12,,USD,Consumer,Paid Search,45-54,Canada,56.1304,-106.3468
CUST0000825,10/19/2024 20:04,EU,EUR,Consumer,Organic,35-44,Spain,40.4637,-3.7492
CUST0000826,4/27/2024 12:53,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000827,2/27/2024 21:10,LATAM,USD,Consumer,Social,25-34,Brazil,-14.235,-51.9253
CUST0000828,2/21/2024 15:50,,USD,Consumer,Email,55+,Canada,56.1304,-106.3468
CUST0000829,11/23/2024 3:59,,USD,SOHO,Social,25-34,Canada,56.1304,-106.3468
CUST0000830,5/22/2025 5:29,,USD,SOHO,Organic,35-44,Canada,56.1304,-106.3468
CUST0000831,2/20/2024 7:09,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0000832,10/3/2024 23:29,,USD,SOHO,Organic,55+,United States,39.8283,-98.5795
CUST0000833,3/1/2025 23:48,EU,GBP,SMB,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000834,3/16/2025 0:59,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0000835,1/21/2025 20:22,EU,EUR,Consumer,Organic,55+,France,46.2276,2.2137
CUST0000836,4/17/2025 6:32,EU,EUR,Consumer,Organic,45-54,Netherlands,52.1326,5.2913
CUST0000837,9/22/2024 19:39,EU,EUR,SMB,Affiliate,35-44,Spain,40.4637,-3.7492
CUST0000838,7/28/2024 11:58,APAC,AUD,Consumer,Organic,18-24,Australia,-25.2744,133.7751
CUST0000839,1/20/2024 22:25,EU,EUR,Consumer,Retail Media,25-34,Netherlands,52.1326,5.2913
CUST0000840,6/2/2024 21:59,,USD,SOHO,Organic,35-44,Canada,56.1304,-106.3468
CUST0000841,12/9/2024 18:48,EU,EUR,Consumer,Email,35-44,France,46.2276,2.2137
CUST0000842,3/1/2025 8:32,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000843,12/15/2024 4:35,EU,GBP,Consumer,Retail Media,25-34,United Kingdom,55.3781,-3.436
CUST0000844,6/16/2024 3:30,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000845,1/1/2025 9:45,EU,EUR,SOHO,Email,25-34,France,46.2276,2.2137
CUST0000846,12/27/2024 4:20,APAC,AUD,SOHO,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000847,12/18/2024 0:11,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000848,10/20/2024 3:51,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000849,5/21/2024 16:50,EU,EUR,SOHO,Organic,35-44,Spain,40.4637,-3.7492
CUST0000850,11/29/2024 13:08,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0000851,4/5/2024 11:02,LATAM,USD,Consumer,Retail Media,18-24,Brazil,-14.235,-51.9253
CUST0000852,7/25/2024 18:22,EU,EUR,Consumer,Organic,35-44,Spain,40.4637,-3.7492
CUST0000853,3/12/2024 16:53,APAC,USD,Consumer,Social,45-54,Philippines,12.8797,121.774
CUST0000854,2/16/2024 0:47,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000855,3/28/2025 16:49,EU,EUR,Consumer,Social,25-34,Spain,40.4637,-3.7492
CUST0000856,7/22/2024 22:38,APAC,AUD,Consumer,Email,25-34,Australia,-25.2744,133.7751
CUST0000857,5/6/2025 18:34,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0000858,6/9/2024 2:24,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0000859,12/13/2024 22:17,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0000860,3/11/2025 3:01,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0000861,1/2/2024 1:36,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000862,5/31/2024 11:47,LATAM,USD,Consumer,Paid Search,18-24,Brazil,-14.235,-51.9253
CUST0000863,7/26/2024 22:01,EU,EUR,Consumer,Social,35-44,Netherlands,52.1326,5.2913
CUST0000864,11/22/2024 2:04,EU,EUR,Consumer,Email,18-24,Spain,40.4637,-3.7492
CUST0000865,8/20/2024 18:40,EU,EUR,SOHO,Paid Search,18-24,France,46.2276,2.2137
CUST0000866,1/5/2025 20:57,,USD,SMB,Email,25-34,United States,39.8283,-98.5795
CUST0000867,11/28/2024 17:31,,USD,Consumer,Affiliate,18-24,United States,39.8283,-98.5795
CUST0000868,6/10/2024 9:12,EU,EUR,Consumer,Affiliate,25-34,Germany,51.1657,10.4515
CUST0000869,8/13/2024 14:38,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000870,6/25/2025 22:52,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000871,2/23/2025 3:10,APAC,USD,Consumer,Email,45-54,Philippines,12.8797,121.774
CUST0000872,7/12/2024 3:51,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000873,9/7/2024 3:12,EU,EUR,SOHO,Organic,25-34,Germany,51.1657,10.4515
CUST0000874,5/26/2025 4:21,,USD,Consumer,Email,18-24,United States,39.8283,-98.5795
CUST0000875,3/23/2024 4:49,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000876,6/9/2025 7:55,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0000877,8/11/2025 2:48,APAC,USD,SOHO,Affiliate,18-24,Philippines,12.8797,121.774
CUST0000878,3/24/2025 3:35,EU,EUR,Consumer,Email,35-44,France,46.2276,2.2137
CUST0000879,7/15/2025 12:37,EU,EUR,SMB,Organic,55+,France,46.2276,2.2137
CUST0000880,9/12/2024 8:58,EU,EUR,SOHO,Organic,35-44,France,46.2276,2.2137
CUST0000881,6/18/2024 22:08,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0000882,6/27/2025 13:25,APAC,AUD,Consumer,Social,45-54,Australia,-25.2744,133.7751
CUST0000883,2/17/2024 11:04,,USD,Consumer,Paid Search,18-24,Canada,56.1304,-106.3468
CUST0000884,2/10/2025 2:47,APAC,AUD,SOHO,Retail Media,45-54,Australia,-25.2744,133.7751
CUST0000885,5/4/2025 2:34,,USD,SMB,Email,25-34,United States,39.8283,-98.5795
CUST0000886,7/19/2025 6:41,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0000887,1/27/2025 3:36,EU,GBP,SMB,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000888,8/5/2025 5:49,EU,EUR,Consumer,Organic,55+,Netherlands,52.1326,5.2913
CUST0000889,12/5/2024 21:31,EU,EUR,Consumer,Social,45-54,Germany,51.1657,10.4515
CUST0000890,8/9/2025 5:13,EU,EUR,SMB,Paid Search,35-44,Germany,51.1657,10.4515
CUST0000891,8/1/2025 20:13,APAC,AUD,SOHO,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000892,3/21/2024 11:35,APAC,AUD,Consumer,Organic,35-44,Australia,-25.2744,133.7751
CUST0000893,1/29/2025 17:30,EU,GBP,SOHO,Retail Media,35-44,United Kingdom,55.3781,-3.436
CUST0000894,1/15/2025 3:15,EU,EUR,SMB,Email,45-54,France,46.2276,2.2137
CUST0000895,8/11/2024 23:13,EU,GBP,SOHO,Affiliate,18-24,United Kingdom,55.3781,-3.436
CUST0000896,1/29/2024 9:35,EU,EUR,SMB,Email,25-34,Netherlands,52.1326,5.2913
CUST0000897,4/29/2024 10:54,EU,GBP,SOHO,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000898,7/28/2024 20:10,APAC,USD,Consumer,Email,55+,Philippines,12.8797,121.774
CUST0000899,10/21/2024 4:11,EU,GBP,SMB,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0000900,2/23/2024 21:48,APAC,USD,Consumer,Social,25-34,Philippines,12.8797,121.774
CUST0000901,1/31/2025 13:15,EU,EUR,SMB,Organic,55+,Spain,40.4637,-3.7492
CUST0000902,5/28/2024 13:40,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0000903,5/19/2025 3:43,EU,EUR,SOHO,Affiliate,35-44,Netherlands,52.1326,5.2913
CUST0000904,8/20/2025 13:09,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000905,11/16/2024 13:20,APAC,USD,Consumer,Email,45-54,Philippines,12.8797,121.774
CUST0000906,11/5/2024 6:54,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0000907,8/22/2024 6:22,,USD,Enterprise,Organic,25-34,United States,39.8283,-98.5795
CUST0000908,1/19/2025 19:43,APAC,AUD,SMB,Organic,25-34,Australia,-25.2744,133.7751
CUST0000909,6/12/2024 16:23,LATAM,USD,Consumer,Affiliate,55+,Brazil,-14.235,-51.9253
CUST0000910,2/13/2025 19:56,,USD,Enterprise,Paid Search,35-44,United States,39.8283,-98.5795
CUST0000911,7/4/2024 17:11,EU,GBP,SMB,Affiliate,45-54,United Kingdom,55.3781,-3.436
CUST0000912,10/25/2024 19:07,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000913,7/14/2025 20:37,EU,EUR,Consumer,Organic,55+,Spain,40.4637,-3.7492
CUST0000914,7/22/2025 5:20,EU,EUR,SMB,Organic,45-54,France,46.2276,2.2137
CUST0000915,2/13/2025 18:23,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0000916,7/1/2024 2:36,,USD,SMB,Email,55+,United States,39.8283,-98.5795
CUST0000917,2/1/2024 3:34,EU,GBP,SMB,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000918,10/25/2024 13:11,EU,GBP,SMB,Email,35-44,United Kingdom,55.3781,-3.436
CUST0000919,2/21/2025 14:36,APAC,USD,SOHO,Social,55+,Philippines,12.8797,121.774
CUST0000920,3/16/2024 19:19,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0000921,10/13/2024 20:37,APAC,AUD,Consumer,Social,35-44,Australia,-25.2744,133.7751
CUST0000922,10/25/2024 22:17,,USD,Consumer,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000923,7/11/2024 20:41,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0000924,12/13/2024 16:21,EU,GBP,Consumer,Affiliate,35-44,United Kingdom,55.3781,-3.436
CUST0000925,5/31/2024 9:49,EU,GBP,SOHO,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000926,11/26/2024 3:09,APAC,AUD,SMB,Organic,45-54,Australia,-25.2744,133.7751
CUST0000927,7/14/2025 14:49,APAC,USD,Consumer,Retail Media,25-34,Philippines,12.8797,121.774
CUST0000928,4/25/2025 23:18,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0000929,5/20/2025 10:23,LATAM,USD,Consumer,Affiliate,35-44,Brazil,-14.235,-51.9253
CUST0000930,1/13/2024 9:57,EU,EUR,Consumer,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0000931,2/11/2025 5:45,EU,GBP,Consumer,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0000932,5/12/2025 8:31,EU,EUR,SOHO,Organic,25-34,Spain,40.4637,-3.7492
CUST0000933,3/23/2025 11:09,APAC,AUD,Consumer,Paid Search,18-24,Australia,-25.2744,133.7751
CUST0000934,4/5/2024 7:24,,USD,SOHO,Affiliate,25-34,United States,39.8283,-98.5795
CUST0000935,9/25/2024 23:49,,USD,Consumer,Social,18-24,Canada,56.1304,-106.3468
CUST0000936,11/2/2024 9:13,,USD,SMB,Email,25-34,United States,39.8283,-98.5795
CUST0000937,9/16/2024 1:43,EU,GBP,SOHO,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000938,7/16/2025 2:39,,USD,SMB,Affiliate,35-44,Canada,56.1304,-106.3468
CUST0000939,8/4/2024 18:06,,USD,SMB,Social,55+,United States,39.8283,-98.5795
CUST0000940,1/23/2024 2:45,,USD,SMB,Email,35-44,United States,39.8283,-98.5795
CUST0000941,2/10/2025 21:33,APAC,USD,SMB,Email,35-44,Philippines,12.8797,121.774
CUST0000942,8/26/2024 1:31,APAC,AUD,SOHO,Retail Media,25-34,Australia,-25.2744,133.7751
CUST0000943,9/10/2024 11:25,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0000944,4/23/2025 3:27,APAC,AUD,Consumer,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000945,4/6/2025 20:09,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000946,3/7/2024 5:53,EU,GBP,Consumer,Retail Media,25-34,United Kingdom,55.3781,-3.436
CUST0000947,7/11/2024 8:09,LATAM,USD,Consumer,Organic,25-34,Brazil,-14.235,-51.9253
CUST0000948,9/12/2024 6:52,APAC,AUD,SMB,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000949,1/28/2024 13:45,EU,EUR,SMB,Organic,25-34,Germany,51.1657,10.4515
CUST0000950,6/9/2025 19:29,EU,EUR,Consumer,Email,45-54,Spain,40.4637,-3.7492
CUST0000951,4/1/2024 11:34,EU,EUR,Consumer,Retail Media,25-34,Netherlands,52.1326,5.2913
CUST0000952,7/13/2025 18:44,,USD,Enterprise,Organic,18-24,United States,39.8283,-98.5795
CUST0000953,6/6/2024 18:08,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0000954,1/15/2025 11:18,,USD,SOHO,Social,45-54,United States,39.8283,-98.5795
CUST0000955,6/8/2024 12:08,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0000956,6/27/2024 13:44,APAC,AUD,SOHO,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000957,8/31/2024 7:47,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0000958,7/5/2024 8:00,APAC,USD,SMB,Organic,35-44,Philippines,12.8797,121.774
CUST0000959,6/18/2024 20:57,,USD,Consumer,Affiliate,45-54,Canada,56.1304,-106.3468
CUST0000960,4/8/2024 3:41,,USD,Consumer,Email,45-54,United States,39.8283,-98.5795
CUST0000961,5/23/2024 21:39,EU,EUR,Consumer,Paid Search,18-24,Germany,51.1657,10.4515
CUST0000962,3/27/2025 12:10,EU,EUR,Consumer,Social,25-34,France,46.2276,2.2137
CUST0000963,2/4/2025 18:30,EU,EUR,SMB,Organic,35-44,France,46.2276,2.2137
CUST0000964,5/6/2024 0:51,APAC,AUD,SOHO,Organic,18-24,Australia,-25.2744,133.7751
CUST0000965,5/24/2024 4:18,EU,EUR,Consumer,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0000966,1/15/2024 3:41,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0000967,6/29/2024 15:34,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0000968,8/2/2025 11:21,,USD,SOHO,Social,45-54,Canada,56.1304,-106.3468
CUST0000969,2/6/2024 4:09,EU,EUR,SOHO,Social,25-34,France,46.2276,2.2137
